../juliet/prep/CWE134,22/12/2020,20:32:48,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",4373,0.01,CrossEntropyLoss(),0.93,0.99,0.99,1.0,0.98,1.0,0.21,0.01,0.06,0.0,0.01,0.0
../juliet/prep/CWE476,22/12/2020,20:38:22,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",568,0.01,CrossEntropyLoss(),0.48,0.7,0.86,0.88,0.91,0.93,0.67,0.64,0.21,0.21,0.13,0.14
../juliet/prep/CWE643,22/12/2020,20:39:24,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",8724,0.01,CrossEntropyLoss(),0.81,0.88,0.88,0.89,0.94,0.97,0.31,0.16,0.31,0.34,0.06,0.18
../juliet/prep/CWE80,22/12/2020,20:48:48,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",5288,0.01,CrossEntropyLoss(),0.79,0.98,1.0,1.0,0.85,0.86,0.38,0.08,0.0,0.0,0.2,0.23
../juliet/prep/CWE89,22/12/2020,20:53:44,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",7789,0.01,CrossEntropyLoss(),0.99,0.99,0.99,0.99,0.99,0.99,0.11,0.0,0.0,0.06,0.0,0.0
../juliet/prep/CWE470,22/12/2020,22:15:44,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",3505,0.01,CrossEntropyLoss(),0.77,0.95,0.98,1.0,1.0,1.0,0.27,0.12,0.0,0.0,0.0,0.0
../juliet/prep/CWE81,22/12/2020,22:17:20,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",734,0.01,CrossEntropyLoss(),0.75,0.81,0.8,0.84,1.0,1.0,0.18,0.25,0.18,0.17,0.0,0.0
../juliet/prep/CWE259,22/12/2020,22:18:38,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",8461,0.01,CrossEntropyLoss(),0.68,0.8,0.79,0.84,0.95,0.95,0.68,0.31,0.33,0.3,0.33,0.1
../juliet/prep/CWE400,22/12/2020,22:20:25,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",252,0.01,CrossEntropyLoss(),0.99,0.98,0.98,0.98,1.0,1.0,0.03,0.06,0.03,0.07,0.0,0.0
../juliet/prep/CWE129,22/12/2020,22:44:07,"GCN(   (conv1): GCNConv(50, 64)   (conv2): GCNConv(64, 64)   (conv3): GCNConv(64, 64)   (lin): Linear(in_features=64, out_features=2, bias=True) )",2838,0.01,CrossEntropyLoss(),0.99,0.87,0.99,0.99,0.99,1.0,0.0,0.5,0.0,0.0,0.0,0.0
